project.data_product_final.productid,project.data_product_final.total_quantity,project.data_product_final.total_amount,project.data_product_final.numberof_customers
121980,2,NULL,1
121985,1,NULL,1
121986,2,318.0,1
121988,1,195.0,1
121990,1,NULL,1
121992,1,139.0,1
121993,3,298.5,1
121995,6,357.0,3
121996,2,NULL,1
122012,20,1590.0,10
122013,6,920.0,3
122017,2,NULL,1
122018,7,731.25,3
122020,8,562.5,3
122021,8,600.0,4
122022,3,335.25,1
122023,2,NULL,1
122024,1,NULL,1
122025,3,495.0,1
122026,2,298.0,2
122028,6,857.25,2
122029,13,2386.5,5
122030,10,1527.5,4
122036,6,101.220001221,3
122037,5,215.970001221,2
122038,3,1797.0,1
122039,2,NULL,1
122040,5,179.970001221,2
122042,3,179.970001221,1
122043,6,337.440002441,2
122044,4,179.970001221,2
122048,4,NULL,3
122049,2,NULL,1
122050,1,NULL,1
122052,4,179.970001221,2
122056,3,209.970001221,1
122057,4,240.0,2
122058,7,NULL,5
122059,2,180.0,1
122060,4,269.970001221,2
122061,11,419.66998291,5
122062,2,192.0,1
122065,7,524.940002441,3
122066,4,389.970001221,2
122067,8,449.940002441,3
122070,4,299.970001221,2
122071,11,431.940002441,6
122073,8,432.0,2
122074,4,180.0,2
122075,3,299.970001221,1
122076,4,202.470001221,2
122077,14,599.940002441,7
122078,1,NULL,1
122079,3,224.970001221,1
122080,2,NULL,2
122081,2,NULL,1
122083,9,335.970001221,6
122084,2,NULL,1
122086,5,299.970001221,3
122087,4,NULL,1
122088,1,NULL,1
122089,2,NULL,1
122091,1,NULL,1
122093,1,NULL,1
122094,6,382.440002441,2
122095,5,247.5,2
122096,10,752.909973145,4
122097,6,600.0,3
122098,3,242.0,3
122099,2,NULL,1
122101,3,110.0,2
122104,8,NULL,3
122108,2,NULL,1
122109,3,NULL,2
122110,6,419.25,3
122111,2,NULL,1
122114,2,654.0,1
122115,3,NULL,2
122116,5,375.0,2
122127,3,180.0,2
122128,3,150.0,1
122134,2,NULL,1
122141,2,450.0,1
122142,1,150.0,1
122145,3,500.0,2
122149,9,1030.94995117,4
122150,6,583.0,3
122151,3,258.75,1
122152,6,230.0,3
122154,2,230.0,1
122156,7,2640.0,3
122157,3,286.049987793,1
122159,1,NULL,1
122160,2,95.0,2
122163,4,NULL,1
122164,3,402.75,1
122165,3,417.0,1
122166,2,338.0,1
122168,6,699.75,2
122179,1,279.0,1
122202,5,202.259994507,2
122204,3,NULL,2
122205,6,179.759994507,3
122207,8,471.959991455,3
122208,1,NULL,1
122211,2,NULL,1
122212,3,290.25,1
122217,3,357.75,1
122218,1,NULL,1
122223,1,NULL,1
122240,1,145.0,1
122244,1,NULL,1
122245,2,155.0,2
122247,1,NULL,1
122248,7,625.5,3
122249,1,NULL,1
122252,2,NULL,1
122256,2,NULL,1
122258,1,NULL,1
122263,2,NULL,1
122265,2,NULL,1
122267,1,NULL,1
122268,4,248.0,2
122269,7,409.25,4
122284,1,139.0,1
122285,10,836.25,4
122288,3,NULL,2
122289,2,NULL,1
122291,1,NULL,1
122297,6,892.5,2
122303,3,405.0,1
122304,1,170.0,1
122305,1,450.0,1
122307,2,NULL,1
122317,2,NULL,1
122319,2,NULL,1
122321,2,NULL,1
122326,2,NULL,1
122329,2,NULL,1
122331,1,NULL,1
122332,1,NULL,1
122337,2,NULL,1
122338,3,134.759994507,1
122341,3,134.759994507,1
122342,5,164.040008545,3
122344,10,408.239990234,5
122345,7,191.040008545,3
122347,4,NULL,2
122350,10,654.690002441,4
122352,2,NULL,1
122353,2,NULL,2
122354,2,NULL,1
122355,6,179.759994507,3
122356,4,102.0,2
122358,8,497.400024414,4
122359,3,248.700012207,1
122360,1,NULL,1
122361,2,NULL,2
122362,2,NULL,2
122363,2,NULL,1
122364,22,598.320007324,11
122365,5,202.259994507,2
122366,1,NULL,1
122368,7,NULL,4
122369,16,2187.2800293,8
122371,6,1024.67993164,1
122372,8,640.140014648,3
122373,3,194.700012207,1
122375,3,134.759994507,1
122377,7,853.799987793,3
122378,3,194.700012207,1
122379,14,2960.0,6
122380,1,NULL,1
122381,1,NULL,1
122383,4,NULL,3
122385,2,NULL,2
122386,4,NULL,2
122387,1,NULL,1
122388,7,179.759994507,2
122389,3,213.540008545,1
122390,2,NULL,1
122391,1,NULL,1
122392,3,191.040008545,1
122395,2,258.0,1
122418,5,184.5,2
122419,3,213.75,1
122420,1,82.0,1
122424,2,NULL,1
122425,8,675.0,3
122429,4,524.970031738,2
122431,3,NULL,2
122432,5,2487.0,2
122436,9,229.470001221,5
122444,4,179.970001221,2
122445,2,162.0,1
122446,8,539.940002441,3
122447,3,269.970001221,1
122448,8,179.970001221,4
122449,6,259.349975586,3
122461,5,276.0,2
122463,3,209.970001221,1
122464,1,NULL,1
122467,2,NULL,1
122470,2,NULL,1
122485,3,149.970001221,1
122489,8,341.970001221,3
122490,3,134.970001221,1
122496,3,405.0,1
122498,3,3447.0,1
122499,2,120.0,1
122500,2,150.0,1
122506,3,1092.0,1
122507,2,NULL,1
122509,6,276.0,2
122512,2,NULL,1
122514,2,184.0,1
122515,3,207.0,1
122516,3,NULL,2
122517,2,NULL,1
122519,4,NULL,2
122521,2,NULL,1
122522,2,NULL,1
122523,1,79.0,1
122525,3,245.220001221,1
122526,5,258.75,3
122530,3,NULL,2
122534,3,207.0,1
122536,1,NULL,1
122537,4,75.0,3
122539,2,118.0,1
122540,2,NULL,1
122544,4,NULL,2
122547,4,304.0,2
122548,3,170.0,2
122549,3,200.220001221,1
122550,7,222.75,3
122552,3,NULL,1
122553,1,NULL,1
122554,2,1310.0,1
122556,6,429.0,2
122557,1,NULL,1
122560,3,2268.0,1
122561,7,280.5,3
122562,22,449.220001221,9
122563,14,154.86000061,7
122564,47,13541.9697266,24
122568,5,113.63999939,2
122569,5,42.0,3
122570,3,154.0,2
122571,1,NULL,1
122572,1,NULL,1
122573,4,NULL,2
122576,2,NULL,1
122577,1,NULL,1
122578,2,NULL,1
122580,1,NULL,1
122581,4,NULL,3
122583,1,NULL,1
122584,1,NULL,1
122585,11,167.970001221,6
122586,3,167.970001221,1
122589,1,NULL,1
122592,2,NULL,1
122593,2,NULL,1
122596,5,206.099990845,2
122597,6,149.970001221,3
122600,2,NULL,1
122604,3,NULL,2
122605,1,NULL,1
122606,5,NULL,3
122607,2,NULL,1
122612,2,NULL,1
122616,1,NULL,1
122631,5,104.700004578,2
122632,3,110.700004578,1
122633,7,179.700012207,3
122634,5,NULL,4
122635,7,167.399993896,3
122637,3,NULL,2
122641,6,NULL,3
122643,5,89.6999969482,2
122644,2,NULL,1
122645,3,95.6999969482,1
122648,8,167.399993896,3
122653,2,NULL,1
122655,5,59.6999969482,2
122663,3,NULL,2
122667,7,524.969970703,3
122669,10,209.700012207,7
122675,7,292.5,4
122676,3,168.75,1
122681,2,NULL,1
122682,4,200.0,2
122683,1,NULL,1
122684,19,4614.0,10
122685,5,360.0,2
122686,16,1598.9699707,7
122688,2,NULL,1
122689,7,448.5,4
122690,3,270.0,1
122691,4,396.0,2
122692,3,222.75,1
122693,11,762.75,7
122694,5,270.0,2
122695,4,260.0,2
122696,3,314.970001221,1
122697,2,NULL,1
122698,5,579.969970703,2
122700,2,NULL,1
122703,9,1170.0,3
122704,6,719.969970703,2
122705,2,NULL,1
122706,6,682.470031738,2
122707,2,210.0,1
122708,5,600.0,2
122710,5,450.0,2
122711,3,360.0,1
122712,17,1387.4699707,7
122715,3,237.0,1
122716,3,247.470001221,1
122717,11,1242.0,5
122718,21,1781.25,8
122719,3,382.5,1
122720,6,405.0,3
122721,18,1847.5,8
122722,3,247.5,1
122723,5,292.5,3
122725,1,NULL,1
122727,1,NULL,1
122729,6,607.5,2
122732,2,220.0,1
122733,10,NULL,7
122734,8,179.970001221,5
122735,10,907.409973145,4
122736,14,599.940002441,7
122737,7,168.720001221,4
122738,22,719.880004883,8
122741,21,2115.68994141,11
122742,14,506.160003662,6
122743,10,337.440002441,4
122744,9,482.66998291,4
122745,4,NULL,3
122746,15,543.0,6
122747,5,191.040008545,2
122749,8,224.970001221,4
122750,1,NULL,1
122752,13,614.469970703,7
122754,3,NULL,2
122755,5,254.970001221,2
122756,1,NULL,1
122757,6,426.420013428,2
122758,5,206.099990845,3
122760,9,389.940002441,4
122761,3,247.470001221,1
122762,3,NULL,2
122763,3,257.700012207,1
122764,3,224.970001221,1
122765,4,NULL,4
122766,5,329.970001221,2
122767,4,NULL,3
122768,6,224.970001221,3
122769,5,179.970001221,2
122770,20,829.559997559,8
122773,4,299.970001221,2
122775,1,NULL,1
122776,5,164.970001221,2
122780,5,600.0,2
122785,2,1158.0,1
122794,17,690.0,8
122795,5,110.0,3
122799,2,90.0,1
122800,2,NULL,1
122803,4,286.440002441,2
122807,1,NULL,1
122808,21,573.359985352,10
122810,1,30.0,1
122811,3,342.0,1
122812,2,70.0,1
122815,8,180.0,3
122816,7,173.25,3
122819,1,30.0,1
122820,3,1080.0,1
122822,22,495.149993896,12
122823,1,55.0,1
122825,10,680.0,5
122826,3,345.0,1
122828,2,NULL,1
122829,2,NULL,1
122830,2,NULL,1
122831,3,345.0,1
122832,2,NULL,1
122835,3,258.540008545,1
122836,10,787.5,5
122838,3,258.75,1
122850,1,35.0,1
122856,6,264.0,3
122858,1,49.0,1
122861,5,65.0,4
122871,3,331.5,1
122874,5,245.25,2
122879,1,60.0,1
122880,2,98.0,1
122881,3,195.0,2
122887,1,80.0,1
122888,3,135.0,1
122889,3,80.0,2
122890,1,45.0,1
122893,4,265.200012207,2
122895,11,610.0,7
122896,4,220.0,2
122897,5,355.0,2
122898,1,100.0,1
122901,2,90.0,1
122902,3,252.0,1
122903,6,420.0,2
122905,11,845.0,5
122906,2,120.0,1
122912,3,65.0,2
122920,5,210.0,2
122921,3,NULL,2
122934,3,195.0,1
122938,7,534.0,3
122940,2,NULL,1
122945,4,281.25,2
122946,2,NULL,1
122947,5,510.0,2
122948,5,2247.5,2
122949,1,499.0,1
122950,2,150.0,1
122951,1,NULL,1
122952,3,NULL,2
122953,2,NULL,1
122954,7,1125.0,3
122958,5,2128.0,2
122959,4,220.0,4
122961,3,360.0,1
122962,5,450.0,2
122976,1,120.0,1
122978,4,260.0,2
122979,2,180.0,1
122980,8,1518.75,3
122982,2,NULL,1
122985,6,869.970031738,2
122987,3,281.25,1
122988,5,330.0,2
122992,3,NULL,2
122998,61,3493.34985352,27
123000,3,377.700012207,1
123001,2,200.0,2
123003,3,275.099975586,1
123004,9,991.5,3
123005,6,739.199951172,2
123006,9,539.969970703,4
123009,4,180.0,3
123011,2,102.0,2
123013,1,435.0,1
123016,2,NULL,1
123017,3,233.700012207,1
123018,4,1238.5,2
123021,4,NULL,2
123022,3,241.5,1
123023,10,2725.0,4
123024,2,150.0,1
123025,1,105.0,1
123026,3,287.700012207,1
123028,5,213.75,2
123029,1,50.0,1
123030,5,2556.5,2
123031,1,100.0,1
123032,6,570.0,2
123034,2,NULL,1
123038,3,110.0,3
123039,2,998.0,1
123041,5,247.5,2
123042,3,300.0,1
123044,2,NULL,1
123045,3,305.970001221,1
123048,3,254.220001221,1
123050,3,224.970001221,1
123051,4,NULL,2
123053,2,NULL,2
123057,11,563.190002441,5
123063,1,NULL,1
123064,6,707.789978027,2
123065,14,370.619995117,4
123068,3,NULL,2
123070,6,149.700012207,3
123071,3,149.700012207,1
123072,9,389.400024414,4
123073,3,179.700012207,1
123075,6,395.489990234,2
123077,4,NULL,2
123078,3,NULL,2
123079,2,NULL,1
123081,8,NULL,4
123082,6,449.400024414,2
123085,4,269.700012207,2
123087,3,239.700012207,1
123088,2,NULL,1
123090,1,NULL,1
123100,4,157.5,2
123102,1,NULL,1
123107,1,NULL,1
123114,1,225.0,1
123116,4,269.700012207,2
123117,2,238.0,1
123120,3,150.0,2
123128,6,629.400024414,2
123136,3,247.5,1
123138,10,1079.91003418,3
123139,5,419.970001221,2
123143,6,425.0,5
123144,2,110.0,2
123145,4,NULL,3
123148,4,258.75,2
123149,2,150.0,1
123152,4,225.0,2
123154,2,109.0,2
123155,1,90.0,1
123157,4,NULL,1
123159,9,367.5,4
123166,7,349.970001221,3
123167,1,NULL,1
123170,2,NULL,1
123178,2,NULL,1
123179,3,59.3999977112,1
123182,2,80.0,1
123188,4,NULL,3
123189,6,280.200012207,2
123191,1,46.0,1
123194,2,82.0,1
123201,1,NULL,1
123206,3,137.25,1
123207,3,130.5,1
123209,1,NULL,1
123210,1,NULL,1
123211,7,255.0,3
123212,8,195.470001221,3
123214,4,142.86000061,2
123215,3,NULL,2
123217,1,NULL,1
123220,3,132.0,2
123223,3,396.0,2
123224,7,249.0,3
123225,1,NULL,1
123226,8,319.5,3
123227,2,NULL,1
123230,1,NULL,1
123231,3,168.75,1
123233,3,165.36000061,1
123234,2,NULL,1
123235,1,NULL,1
123238,14,244.279998779,6
123240,4,414.0,2
123241,5,651.75,2
123243,2,NULL,1
123244,1,NULL,1
123247,4,81.0,2
123250,6,500.0,3
123251,1,100.0,1
123255,2,NULL,1
123256,1,63.0,1
123283,2,NULL,1
123290,2,48.0,1
123292,5,65.25,2
123296,1,30.0,1
123299,4,436.0,2
123301,2,NULL,1
123303,2,NULL,1
123306,5,387.0,3
123307,2,NULL,1
123309,3,NULL,2
123311,1,139.0,1
123314,3,290.25,1
123315,5,76.5,2
123416,1,NULL,1
123421,1,NULL,1
123423,6,144.36000061,2
123424,3,82.5,1
123426,3,382.5,1
123434,2,NULL,1
123436,3,119.970001221,1
123438,3,276.0,1
123442,7,134.970001221,3
123443,1,NULL,1
123444,2,NULL,1
123448,3,NULL,2
123450,1,NULL,1
123453,6,NULL,4
123458,2,NULL,1
123459,3,NULL,2
123460,3,NULL,2
123463,1,NULL,1
123466,6,386.970001221,2
123467,6,540.0,2
123468,2,90.0,2
123474,4,308.75,2
123483,3,170.970001221,1
123484,1,NULL,1
123488,1,NULL,1
123490,1,NULL,1
123493,9,600.0,2
123497,3,317.099975586,1
123500,1,NULL,1
123504,5,533.0,2
123506,2,NULL,1
123548,3,1350.0,1
123549,1,195.0,1
123550,2,NULL,1
123565,9,643.0,6
123571,4,297.0,2
123574,1,83.0,1
123575,7,1749.0,3
123576,2,1324.0,1
123577,3,100.0,2
123599,2,218.0,1
123600,4,NULL,2
123601,8,2649.75,4
123603,3,99.0,2
123604,2,NULL,1
123605,3,297.0,1
123618,8,962.970031738,5
123619,12,1408.67993164,3
123621,13,267.75,7
123622,4,425.25,2
123624,4,346.0,2
123626,5,400.75,2
123627,15,1722.90002441,4
123629,4,399.900024414,2
123631,3,312.75,1
123635,4,515.970031738,2
123636,6,803.25,3
123637,17,1076.0,11
123643,3,NULL,2
123645,2,NULL,1
123651,3,NULL,2
123656,5,417.0,2
123657,3,258.0,2
123658,2,NULL,1
123659,2,NULL,1
123661,3,337.0,2
123662,1,159.0,1
123671,3,290.25,1
123672,3,364.5,1
123674,3,NULL,2
123675,6,451.75,3
123676,7,652.5,3
123677,12,1736.75,6
123680,8,745.0,4
123681,6,1237.0,4
123685,5,NULL,3
123686,2,159.0,2
123687,4,NULL,2
123688,3,326.25,1
123689,9,625.5,4
123690,3,NULL,2
123691,8,2104.0,4
123692,5,NULL,3
123695,4,335.25,2
123697,10,463.25,5
123701,10,562.5,4
123704,2,NULL,1
123705,3,312.75,1
123706,14,1055.01000977,8
123707,5,255.360015869,3
123708,1,267.0,1
123710,1,NULL,1
123712,1,89.0,1
123718,1,NULL,1
123719,3,245.25,1
123721,2,218.0,1
123722,1,99.0,1
123723,7,485.0,4
123724,2,NULL,2
123725,5,327.0,2
123733,5,266.25,2
123734,2,140.0,1
123737,2,NULL,1
123744,2,NULL,1
123745,3,224.970001221,1
123748,1,NULL,1
123750,4,209.970001221,2
123752,4,NULL,2
123755,4,202.470001221,2
123757,9,191.220001221,5
123758,3,1124.0,2
123760,3,NULL,2
123764,2,1170.0,1
123765,2,NULL,1
123766,2,NULL,2
123768,5,209.970001221,2
123771,1,NULL,1
123772,7,194.970001221,3
123776,2,NULL,1
123778,2,NULL,1
123779,3,254.970001221,1
123781,1,NULL,1
123782,2,NULL,1
123783,1,NULL,1
123786,5,224.970001221,2
123787,11,418.470001221,5
123788,2,NULL,2
123789,2,NULL,1
123791,8,2193.7199707,3
123793,4,194.970001221,2
123794,7,1969.01989746,3
123795,9,419.940002441,3
123796,3,209.970001221,1
123802,4,NULL,3
123803,3,257.700012207,1
123805,1,NULL,1
123807,4,213.720001221,2
123808,2,NULL,1
123809,7,179.970001221,3
123812,2,NULL,1
123813,10,367.440002441,5
123814,2,NULL,1
123816,2,NULL,1
123819,4,292.260009766,2
123820,2,NULL,1
123823,7,779.520019531,3
123826,4,NULL,3
123827,2,NULL,1
123829,2,1260.0,1
123830,3,389.699981689,1
123831,2,NULL,1
123833,3,359.760009766,1
123835,1,NULL,1
123840,3,337.260009766,1
123842,3,314.760009766,1
123843,3,405.0,1
123844,5,NULL,3
123846,8,269.760009766,4
123847,1,NULL,1
123848,1,NULL,1
123851,6,NULL,3
123859,1,NULL,1
123861,2,NULL,1
123871,2,360.0,1
123875,2,NULL,1
123881,2,NULL,2
123882,4,150.0,2
123883,2,NULL,1
123885,7,335.25,3
123886,4,484.25,2
123890,3,258.0,2
123894,5,297.0,3
123895,1,NULL,1
123898,3,177.0,2
123899,1,NULL,1
123902,5,NULL,3
123905,1,NULL,1
123906,2,NULL,1
123907,2,NULL,1
123909,1,NULL,1
123912,5,NULL,3
123916,3,229.5,1
123921,3,314.970001221,1
123922,6,558.0,2
123923,3,359.970001221,1
123924,1,173.0,1
123925,2,NULL,1
123926,1,NULL,1
123931,4,540.0,2
123932,2,NULL,1
123934,1,219.0,1
123938,3,621.0,2
123943,2,350.0,1
123944,3,498.0,1
123945,4,344.970001221,2
123949,3,510.0,1
123960,15,NULL,9
123961,3,224.759994507,1
123966,1,NULL,1
123967,1,NULL,1
123968,1,NULL,1
123970,1,NULL,1
123972,6,NULL,3
123980,2,NULL,1
123984,3,393.75,1
123986,2,310.0,1
123992,2,NULL,1
123993,1,NULL,1
123994,1,NULL,1
123997,1,NULL,1
124000,1,NULL,1
124004,4,839.699951172,2
124009,1,90.0,1
124010,6,819.970031738,3
124011,1,117.0,1
124014,2,210.0,1
124017,1,125.0,1
124018,4,420.0,2
124019,4,524.970031738,2
124020,5,326.25,3
124021,4,NULL,2
124024,1,NULL,1
124025,1,135.0,1
124047,1,NULL,1
124049,1,NULL,1
124051,6,NULL,4
124052,2,NULL,1
124054,2,NULL,1
124056,6,645.0,3
124057,2,NULL,1
124059,1,NULL,1
124060,12,418.470001221,6
124061,7,NULL,4
124064,4,NULL,2
124065,4,239.970001221,2
124086,2,310.0,1
124098,3,191.220001221,1
124104,2,NULL,1
124109,2,120.0,1
124110,6,290.0,3
124118,2,122.0,1
124122,1,55.0,1
124125,4,372.0,2
124130,4,176.0,2
124132,3,179.970001221,1
124135,3,112.5,1
124137,3,234.0,1
124139,5,234.0,3
124143,3,264.0,1
124152,3,267.75,1
124162,2,78.0,1
124170,3,197.0,2
124175,8,552.5,3
124177,4,290.0,2
124178,5,270.0,2
124179,2,120.0,1
124181,2,NULL,1
124184,6,270.0,2
124191,2,NULL,1
124194,14,690.0,6
124196,3,180.0,1
124197,6,510.0,2
124201,3,276.0,1
124204,4,180.0,2
124206,5,255.0,2
124207,2,180.0,1
124211,3,270.0,1
124215,3,360.0,1
124217,2,NULL,1
124219,15,564.299987793,5
124220,2,180.0,1
124226,3,1440.0,1
124232,3,292.5,1
124236,3,150.0,1
124249,1,NULL,1
124254,3,222.75,1
124255,6,357.0,4
124257,1,NULL,1
124258,2,138.0,1
124260,6,357.0,3
124261,6,290.25,4
124263,4,1908.0,1
124264,4,335.25,2
124265,2,NULL,2
124267,12,1117.4699707,5
124268,3,357.75,1
124274,3,NULL,2
124275,8,993.720031738,3
124276,9,603.0,2
124277,1,NULL,1
124278,6,166.0,3
124279,1,89.0,1
124281,5,300.0,3
124282,1,65.0,1
124285,1,83.0,1
124287,1,63.0,1
124288,2,NULL,1
124289,2,110.0,1
124293,6,410.75,4
124296,3,NULL,2
124297,1,79.0,1
124299,3,NULL,2
124300,5,245.25,2
124302,2,NULL,1
124304,7,356.0,4
124307,4,109.0,3
124308,2,NULL,1
124309,5,236.25,2
124312,1,NULL,1
124313,3,207.0,1
124314,3,146.25,1
124316,6,213.75,3
124318,13,634.0,7
124319,3,290.25,1
124321,2,98.0,1
124337,4,324.070007324,2
124351,1,NULL,1
124355,9,222.75,3
124357,12,367.5,6
124364,3,59.6999969482,1
124365,1,NULL,1
124370,1,NULL,1
124371,4,54.0,2
124373,6,130.0,3
124393,3,179.970001221,1
124394,3,NULL,2
124395,6,50.0,5
124397,4,269.970001221,2
124398,5,224.970001221,2
124399,11,494.940002441,5
124400,9,1824.0,4
124401,6,597.700012207,3
124402,2,NULL,1
124403,2,58.0,1
124404,11,2714.10009766,5
124405,3,600.0,1
124406,1,NULL,1
124409,2,NULL,2
124410,3,209.970001221,1
124411,4,269.970001221,2
124412,4,NULL,2
124413,2,NULL,1
124414,4,NULL,2
124416,3,239.970001221,1
124417,4,NULL,2
124418,4,NULL,2
124419,7,389.970031738,4
124421,3,162.720001221,1
124427,5,333.0,2
124430,1,45.0,1
124433,2,NULL,1
124435,6,258.690002441,2
124453,1,NULL,1
124456,4,NULL,1
124457,2,NULL,1
124459,3,247.5,1
124460,2,180.0,1
124466,3,337.5,1
124476,3,747.0,1
124479,2,NULL,1
124483,2,NULL,1
124484,1,NULL,1
124488,2,NULL,1
124489,3,897.0,1
124492,2,98.0,1
124493,3,59.0,2
124494,2,130.0,1
124495,2,130.0,1
124496,6,305.0,3
124499,4,340.0,3
124500,1,NULL,1
124501,15,1020.45001221,6
124502,4,200.700012207,2
124503,4,120.0,2
124505,3,115.5,1
124506,5,189.0,3
124508,3,147.0,2
124513,2,438.0,1
124514,1,NULL,1
124515,2,440.0,1
124518,1,159.0,1
124519,4,318.0,2
124521,3,420.0,1
124523,6,834.0,2
124525,1,179.0,1
124526,1,159.0,1
124528,3,477.0,1
124531,3,445.5,1
124532,3,420.0,1
124534,3,378.0,1
124535,3,420.0,1
124536,3,420.0,1
124537,2,280.0,1
124540,3,2367.0,1
124542,3,447.0,1
124543,1,200.0,1
124547,3,537.0,1
124553,3,495.0,1
124555,1,205.0,1
124556,3,660.0,2
124558,2,230.0,1
124562,1,NULL,1
124564,1,NULL,1
124566,3,NULL,2
124570,3,131.63999939,1
124571,3,179.970001221,1
124572,4,NULL,3
124574,4,209.970001221,2
124576,5,209.970001221,2
124579,3,179.970001221,1
124582,3,76.6499938965,1
124583,2,120.0,1
124586,3,135.0,1
124588,3,123.75,1
124590,3,120.0,1
124602,3,NULL,2
124608,1,NULL,1
124609,1,NULL,1
124616,1,189.0,1
124617,3,544.5,1
124626,1,NULL,1
124638,3,359.970001221,1
124644,10,1205.09997559,3
124647,5,292.260009766,2
124648,1,NULL,1
124651,10,584.940002441,5
124653,2,NULL,1
124658,3,299.970001221,1
124668,1,NULL,1
124672,1,NULL,1
124675,1,90.0,1
124678,9,2724.0,4
124679,4,240.0,2
124681,11,725.0,6
124683,6,1180.0,3
124688,2,NULL,1
124692,6,500.0,3
124693,10,610.0,5
124694,3,293.099975586,1
124695,5,240.0,3
124696,5,360.0,2
124697,1,65.0,1
124702,9,1279.9699707,5
124703,2,180.0,1
124704,3,202.5,1
124705,2,NULL,1
124710,2,120.0,1
124711,4,247.470001221,2
124712,5,345.0,2
124713,6,405.0,2
124714,2,NULL,1
124715,4,NULL,2
124716,11,670.0,6
124717,4,227.5,2
124723,4,210.0,3
124726,5,335.75,2
124728,3,267.0,1
124730,1,236.0,1
124731,2,138.0,1
124732,7,505.0,3
124733,4,158.0,2
124735,1,79.0,1
124736,2,240.0,1
124746,6,462.070007324,3
124747,4,NULL,2
124748,5,239.970001221,2
124749,3,275.099975586,1
124751,2,NULL,1
124755,3,NULL,2
124756,2,NULL,1
124757,12,337.5,4
124758,11,615.0,6
124759,1,69.0,1
124760,2,NULL,1
124761,2,160.0,1
124762,4,NULL,2
124765,3,550.0,2
124766,2,NULL,1
124767,3,90.0,3
124768,15,750.0,7
124769,4,135.0,2
124770,8,491.25,5
124772,7,326.25,3
124774,2,90.0,1
124775,13,976.0,7
124776,8,580.0,3
124780,12,340.0,7
124781,10,1220.0,4
124782,2,NULL,1
124783,5,318.75,2
124784,8,566.25,4
124785,4,236.25,2
124786,6,180.0,3
124787,1,NULL,1
124788,9,405.0,4
124789,9,370.25,5
124790,2,150.0,1
124793,5,146.25,2
124794,3,NULL,2
124795,1,NULL,1
124797,4,195.0,2
124799,4,195.0,2
124801,4,180.0,2
124804,8,735.0,5
124805,1,NULL,1
124806,1,NULL,1
124822,5,419.25,3
124831,3,270.0,1
124832,6,420.75,3
124833,1,89.0,1
124834,2,NULL,1
124842,3,477.0,1
124845,10,1269.2199707,5
124849,4,300.0,2
124850,1,NULL,1
124851,3,NULL,2
124852,3,297.0,1
124853,11,703.0,5
124856,4,220.0,2
124859,4,357.0,2
124861,1,139.0,1
124863,2,NULL,1
124865,6,850.5,1
124866,6,403.720001221,4
124867,2,NULL,1
124870,4,267.0,3
124876,5,129.0,4
124877,7,548.25,3
124879,1,NULL,1
124880,4,300.0,1
124882,14,1505.0,6
124883,3,NULL,2
124885,9,2327.0,4
124886,4,300.0,2
124887,8,467.5,5
124888,9,292.5,5
124890,7,1485.0,4
124891,3,270.0,3
124892,23,3186.0,9
124893,4,NULL,3
124894,19,1920.0,8
124896,8,655.5,5
124897,11,1427.5,5
124898,24,2623.75,10
124899,19,845.0,9
124900,3,429.0,2
124901,1,75.0,1
124903,6,360.0,2
124904,12,937.469970703,5
124905,8,788.0,2
124907,2,NULL,1
124908,10,1155.0,3
124909,10,942.5,5
124910,16,1645.0,6
124911,2,NULL,2
124912,11,945.0,4
124924,2,NULL,1
124926,5,134.970001221,2
124927,3,157.470001221,1
124929,1,NULL,1
124932,3,134.970001221,1
124936,1,70.0,1
124939,1,NULL,1
124940,5,1815.0,2
124941,1,140.0,1
124972,2,NULL,1
124989,1,36.0,1
124997,6,NULL,4
124998,3,NULL,2
124999,3,NULL,2
125000,6,562.5,1
125004,1,110.0,1
125008,3,247.5,1
125010,4,297.0,2
125012,10,247.5,5
125013,1,NULL,1
125014,3,292.5,1
125051,7,1592.5,4
125052,3,375.0,1
125053,1,NULL,1
125055,2,NULL,1
125056,8,715.0,2
125057,6,467.5,3
125058,6,590.0,3
125059,6,603.75,2
125060,3,115.0,2
125061,5,NULL,3
125062,5,750.0,3
125063,1,105.0,1
125065,17,1336.26000977,10
125066,7,761.25,3
125067,17,1919.9699707,7
125068,7,770.0,4
125069,4,2402.0,2
125070,3,435.0,2
125075,2,NULL,1
125078,2,135.0,2
125079,17,1392.4699707,7
125080,2,NULL,1
125082,5,348.75,3
125083,2,105.0,2
125084,7,575.0,5
125085,6,549.25,4
125086,1,NULL,1
125087,7,326.25,4
125089,17,1400.0,7
125090,17,1995.0,8
125091,4,210.0,3
125092,3,NULL,2
125093,2,NULL,2
125094,15,1470.0,8
125097,3,270.0,1
125098,2,2974.0,1
125102,6,787.5,3
125105,1,NULL,1
125106,2,NULL,1
125107,1,90.0,1
125112,3,31.2600002289,1
125113,4,53.7600021362,2
125114,2,NULL,1
125129,2,NULL,1
125130,7,59.6999969482,3
125131,4,NULL,2
125132,5,NULL,3
125133,4,357.0,2
125134,9,935.25,5
125136,7,321.75,4
125137,11,677.220031738,5
125138,9,677.25,5
125139,3,387.0,1
125140,14,743.719970703,7
125141,2,NULL,1
125142,5,507.0,3
125143,5,735.0,2
125144,1,NULL,1
125146,7,NULL,4
125147,12,1394.25,6
125148,5,267.75,2
125149,4,419.25,2
